"STRLocus","Length","RepeatUnits","GC_STR","GC_Flank","GC_Diff","SequenceComplexity","Missingness","Mean_Posterior","Mean_Indel","Mean_Stutter","He","MeanHe","MinimumHe","MaximumHe","JostD","Probability"
"14:1314187-1314219",9,3.66667,21.21212,25,3.787879,0.54,0.005579258,0.9986238,0.2368763,0.277078039,0.6867903,0.62658814,0.180645161,0.733869305,0.172829777,0.99900331
"14:1316674-1316688",3,5,0,22,22,0.56,0.004594683,1,0.2422541,0.679785315,0.02545026,0.054202998,0,0.322580645,0.009118821,0.991291452
"14:1317166-1317186",3,7,0,28,28,0.57,0.025270758,0.9999259,0.3742459,2.259517074,0.555849,0.421066288,0.180645161,0.604892612,0.170533437,0.999990447
"14:1317921-1317963",9,4.77778,20.93023,18,2.930233,0.56,0.033803741,1,0.581554,0.292279592,0.09123136,0.084898317,0,0.232258065,0.003481979,0.948336639
"14:1328473-1328482",2,5,0,22,22,0.56,0.010830325,1,0.2242094,0.07795287,0.06231546,0.033236411,0,0.165306915,0.001892333,0.975246312
"14:1328639-1328656",3,6,0,18,18,0.58,0.007220217,1,0.249049,0.390143633,0.2924192,0.231528009,0,0.521775721,0.103755143,0.99997348
"14:1331764-1331781",1,18,0,19,19,0.55,0.054808008,0.9770347,3.656898,19.56637091,0.1686289,0.135360336,0,0.32010582,0.008250338,0.993303826
"14:1332433-1332461",5,5.8,0,14,14,0.53,0.014112242,0.9953862,0.5206405,0.040375294,0.1082386,0.101895167,0,0.398601399,0.018028869,0.999485405
"14:133486-133507",5,4.4,0,13,13,0.54,0.020347883,0.9944322,0.7275464,0.145000164,0.2435369,0.199637199,0,0.351016971,0.012778586,0.997909073
"14:1336354-1336380",3,9,0,30,30,0.57,0.004594683,0.9996472,0.3687162,2.445520104,0.4109453,0.412886263,0.223726471,0.596030389,0.17613861,0.983769628
"14:1336459-1336487",3,9.66667,6.896552,20,13.10345,0.56,0.006892025,0.9999967,0.3376345,0.897747843,0.06388555,0.081324749,0,0.2051336,0.00360961,0.820505759
"14:1337980-1337994",2,7.5,0,19,19,0.55,0.003281917,0.9991208,0.3468022,3.129989733,0.1445831,0.149770195,0,0.278540603,0.010268905,0.939239869
"14:1340756-1340781",2,13,0,21,21,0.55,0.002953725,0.9994009,0.4419704,3.690229175,0.08220731,0.059249317,0,0.175348288,0.001800756,0.964632446
"14:1341405-1341415",1,11,0,5,5,0.51,0.010830325,0.993862,0.7874096,5.832828325,0.2002039,0.206780755,0.016998486,0.516129032,0.065404266,0.999828502
"14:1342916-1342932",2,8.5,0,26,26,0.55,0.011158517,0.9991636,0.6724352,11.36605637,0.4770807,0.338076054,0.188208617,0.525327655,0.097027897,0.99999165
"14:1347458-1347470",3,4.33333,0,17,17,0.53,0.001640958,1,0.2707045,0.249711534,0.09972822,0.051157411,0,0.259604641,0.005669622,0.999022762
"14:1359791-1359812",1,22,0,17,17,0.57,0.023957991,0.9968998,1.58034,13.73017555,0.18502,0.172406692,0,0.330645161,0.006023842,0.999401483
"14:136210-136240",2,15.5,6.451613,18,11.54839,0.51,0.007220217,0.9991603,0.5110844,5.26212047,0.4042824,0.411131753,0.237047663,0.568686869,0.062726169,0.990619233
"14:136290-136303",2,7,0,19,19,0.57,0.016737775,0.999279,1.928013,2.276992273,0.09221578,0.081909587,0,0.186104019,0.00224979,0.905655917
"14:1364865-1364884",4,5,0,18,18,0.52,0.010173942,0.9997248,0.2305008,0.280503134,0.07986988,0.153554411,0.005801296,0.425806452,0.020912251,0.960369413
"14:1372373-1372383",1,11,0,7,7,0.51,0.0196915,0.9944861,0.9393504,4.869926559,0.02983323,0.08468184,0,0.425806452,0.021182206,0.783563207
"14:1375500-1375526",4,6.75,3.703704,18,14.2963,0.55,0.044634066,0.9928513,0.4416152,0.152250212,0.1301807,0.080818671,0,0.259002037,0.004015275,0.99838757
"14:1376024-1376042",3,6.33333,0,21,21,0.56,0.007548408,0.9999868,0.3456283,0.639224056,0.2422116,0.276328978,0.10012945,0.490322581,0.029866459,0.987958273
"14:1376229-1376256",5,5.6,0,24,24,0.54,0.012143092,0.9988571,0.6680692,0.533359667,0.4776497,0.477816113,0.395118872,0.64516129,0.056219371,0.993996075
"14:1390858-1390884",3,9,0,23,23,0.56,0.017065967,0.9997129,0.3345367,2.259733298,0.554802,0.476698873,0.140399709,0.681221878,0.262576736,0.999815011
"14:1392968-1392977",3,3.33333,70,25,45,0.56,0.008861175,1,0.2868154,0.141372749,0.2221259,0.215256377,0,0.511827957,0.066691666,0.999743523
"14:1403975-1403995",2,10.5,4.761905,9,4.238095,0.51,0.052182475,0.997874,0.388705,0.71174726,0.3275175,0.293237224,0.019751369,0.52169244,0.082736967,0.999730334
"14:1406204-1406233",8,3.75,16.66667,31,14.33333,0.6,0.003610108,0.9997793,0.2596351,0.042477633,0.08480138,0.117397521,0,0.286290323,0.005518208,0.887642696
"14:1407797-1407806",1,10,0,12,12,0.54,0.025927141,0.9999596,4.464976,3.954262892,0.01937508,0.03612456,0,0.219135802,0.003545757,0.606215741
"14:1408341-1408354",1,14,0,17,17,0.57,0.02953725,0.9980893,4.243747,15.3416792,0.06903597,0.041683561,0,0.116258835,0.00050344,0.858714651
"14:1418497-1418518",2,11,4.545455,16,11.45455,0.56,0.002625533,1,0.2462315,1.764668776,0.2137074,0.218983828,0.024691358,0.511827957,0.058435056,0.999567984
"14:1437969-1437996",3,9.33333,0,24,24,0.58,0.066294716,0.9999668,0.4275786,2.945542688,0.7384826,0.663511586,0.44516129,0.794896332,0.215171437,0.999466753
"14:144419-144440",5,4.4,0,23,23,0.54,0.072202166,1,1.169697,0.075191384,0.4222695,0.398359691,0.206793207,0.480857189,0.089480864,0.964091122
"14:1444536-1444553",1,18,0,20,20,0.53,0.03741385,0.9906853,4.539602,23.04926696,0.08007646,0.065529507,0,0.128073562,0.000767231,0.655002322
"14:144816-144826",1,11,0,12,12,0.52,0.004266492,0.9992221,0.7941851,6.431049629,0.2470932,0.259949028,0.02638198,0.511827957,0.078521431,0.99995662
"14:1449548-1449573",8,3.25,0,16,16,0.55,0.008204792,0.9997783,0.7835259,0.112537779,0.170253,0.225721989,0.091840138,0.511827957,0.060386903,0.982032715
"14:1451710-1451727",1,18,5.555556,18,12.44444,0.55,0.017394158,0.9979993,1.766634,11.63467532,0.0231703,0.077430311,0,0.451612903,0.026050111,0.895160773
"14:1456657-1456668",1,12,0,11,11,0.54,0.007548408,0.9986806,1.234007,8.675359789,0.0953348,0.057064791,0,0.259645464,0.005283021,0.994870219
"14:1460712-1460726",1,15,0,16,16,0.57,0.058746308,0.9941457,5.008662,16.12949697,0.07565555,0.078207037,0,0.190804598,0.001686847,0.775620745
"14:146941-146958",3,6,0,21,21,0.57,0.017394158,0.9994055,0.2185986,0.578688552,0.0218738,0.075024801,0,0.503225806,0.046141889,0.999648367
"14:1473896-1473932",3,12.3333,2.702703,19,16.2973,0.56,0.030850016,0.9999934,0.3613031,1.310412351,0.423428,0.272021325,0,0.496103441,0.056264832,0.999999585
"14:1479513-1479546",2,17,2.941176,13,10.05882,0.51,0.077125041,0.9885171,1.919667,7.358706009,0.4723733,0.405879031,0.075871497,0.593548387,0.083744356,0.999930351
"14:1481018-1481039",3,7.33333,27.27273,32,4.727273,0.57,0.00196915,1,0.2458459,0.17032412,0.07535004,0.083181145,0,0.387096774,0.017242746,0.99938771
"14:1481225-1481246",6,3.66667,40.90909,29,11.90909,0.57,0.015096817,1,0.2296774,0.04988187,0.06621748,0.079810782,0,0.3,0.007651621,0.986327137
"14:1482241-1482254",3,4.66667,28.57143,23,5.571429,0.57,0.001312767,1,0.2326752,0.172944914,0.4860469,0.275664944,0,0.54233871,0.334519075,0.999999638
"14:1483015-1483043",5,5.8,0,25,25,0.56,0.020676075,0.9998961,0.6709937,1.037398507,0.6172318,0.537635375,0.280241935,0.648156815,0.149319762,0.999361121
"14:1488846-1488895",3,16.6667,0,27,27,0.57,0.02166065,0.9997392,0.4707713,0.680717035,0.07281305,0.050737323,0,0.178382239,0.001475446,0.98017183
"14:1489162-1489172",3,3.66667,27.27273,19,8.272727,0.56,0.002297342,1,0.2884935,0.564199496,0.4946751,0.453015111,0.328431186,0.516129032,0.102268602,0.970415538
"14:149005-149027",2,11.5,4.347826,25,20.65217,0.58,0.005579258,0.9998416,0.5915409,6.442396945,0.7058755,0.58670637,0.411599302,0.727822581,0.412690003,0.998687724
"14:1490606-1490636",2,15.5,9.677419,21,11.32258,0.56,0.0039383,0.9995783,0.3263716,1.584238502,0.1378916,0.184164737,0.052472558,0.516129032,0.070137402,0.998382612
"14:1490637-1490656",4,5,0,30,30,0.57,0.096488349,0.9998184,1.230774,0.102178065,0.05895577,0.036083741,0,0.103913981,0.000586162,0.814994393
"14:1492619-1492634",1,16,6.25,13,6.75,0.53,0.04135215,0.999216,2.261158,10.34807331,0.09266225,0.074829774,0,0.143991889,0.001229508,0.93010735
"14:1493338-1493350",2,6.5,0,18,18,0.56,0.088283558,0.9998574,0.5151457,1.884466801,0.4499326,0.368031726,0.232258065,0.499587191,0.050566278,0.999686831
"14:1494857-1494874",1,18,5.555556,20,14.44444,0.54,0.01772235,0.9967056,1.630075,14.4216539,0.05295288,0.043486004,0,0.123623769,0.000994734,0.639148566
"14:1495221-1495231",1,11,0,13,13,0.56,0.015096817,0.9995868,1.349729,9.170010908,0.1212969,0.129142344,0,0.231854839,0.004013879,0.967257569
"14:1497388-1497408",3,7,0,20,20,0.57,0.009189367,0.9999967,0.2619762,1.100254397,0.204454,0.168596135,0,0.394612584,0.021592507,0.999625858
"14:1498544-1498562",1,19,5.263158,15,9.736842,0.55,0.052510666,0.9987669,0.7916928,9.859836448,0.07677857,0.088184802,0,0.184946237,0.002276035,0.826294994
"14:150747-150761",1,15,0,17,17,0.55,0.043649491,0.9986033,6.319792,17.95123845,0.09314104,0.094027532,0,0.199405791,0.003900736,0.917668764
"14:1513887-1513912",2,13,0,15,15,0.54,0.0196915,0.9992133,0.4525368,2.696127746,0.1684957,0.119535318,0,0.254493064,0.005679914,0.996811542
"14:1520609-1520632",7,3.42857,12.5,24,11.5,0.58,0.019035117,0.9998327,0.3077201,0.084042718,0.1429109,0.154575455,0,0.395698925,0.014770166,0.99594298
"14:1523160-1523180",1,21,4.761905,18,13.2381,0.57,0.072858549,0.9965345,5.349143,19.49227269,0.1199892,0.097590812,0,0.21500468,0.003718558,0.986809486
"14:1523257-1523270",1,14,0,19,19,0.55,0.004594683,0.9998022,1.687277,13.03433705,0.2490107,0.258228771,0.048521546,0.516129032,0.079519209,0.999953512
"14:1525099-1525119",2,10.5,0,17,17,0.53,0.064325566,0.8643861,1.863758,10.18434556,0.8937702,0.855419383,0.687830688,0.89586096,0.305349738,0.805002296
"14:1525470-1525485",2,8,0,17,17,0.57,0.006563833,0.9990915,0.4042723,4.927310026,0.4138357,0.452438759,0.308544304,0.608602151,0.043269139,0.952229314
"14:1531167-1531179",1,13,0,15,15,0.54,0.005579258,0.9989274,1.838121,13.21342941,0.3928125,0.331653864,0.124731183,0.495886076,0.037949608,0.999999611
"14:1531988-1532007",1,20,0,17,17,0.56,0.007220217,0.9985719,0.8469327,6.366212604,0.03705693,0.026953603,0,0.123481453,0.000911312,0.678929612
"14:153235-153266",9,3.55556,9.375,26,16.625,0.57,0.019363308,0.9994612,0.5967004,0.131517645,0.204634,0.240761682,0.092987092,0.382795699,0.015877987,0.834909551
"14:1532895-1532904",1,10,0,11,11,0.53,0.062028224,0.9892827,0.4693474,2.357434045,0.07678977,0.059421723,0,0.115640481,0.000423169,0.629866294
"14:1533511-1533521",1,11,0,15,15,0.51,0.002953725,0.9994141,0.7946634,5.921962253,0.0273257,0.07307042,0,0.422222222,0.023234643,0.909981561
"14:1535162-1535179",2,9,50,12,38,0.54,0.005251067,1,0.3384055,1.432164242,0.2058302,0.209436492,0.008746243,0.491660569,0.031873767,0.999558399
"14:1535222-1535231",1,10,0,17,17,0.54,0.004922875,0.999967,0.6597409,5.918532051,0.2791491,0.278048104,0.014429406,0.502141745,0.175863419,0.999992108
"14:1535478-1535493",2,8,0,18,18,0.53,0.017394158,0.9985872,0.3119607,3.081936506,0.412529,0.347612714,0.017436833,0.550925611,0.208152278,0.999564408
"14:1538924-1538939",5,3.2,0,12,12,0.52,0.015096817,0.9984405,0.2396031,0.029441545,0.09644652,0.057229842,0,0.191442634,0.003016528,0.982786865
"14:1540997-1541006",1,10,0,7,7,0.46,0.072530358,0.9863977,2.463394,4.337758262,0.1525503,0.111586916,0,0.236022632,0.003231305,0.992812408
"14:1542807-1542837",2,15.5,0,22,22,0.57,0.012471283,0.9933699,0.2873506,1.029215408,0.05209283,0.058765044,0,0.170068027,0.001364869,0.86366846
"14:1546737-1546757",4,5.25,0,15,15,0.59,0.054151625,0.999392,0.2605551,0.422103473,0.335147,0.317701985,0.049683544,0.45093633,0.162772824,0.960326646
"14:1546856-1546873",1,18,0,15,15,0.56,0.065310141,0.9915239,5.883487,24.12528,0.1250084,0.084668263,0,0.266862759,0.004756061,0.994652837
"14:1548504-1548516",1,13,0,12,12,0.55,0.057433541,0.9975348,1.843443,10.74187927,0.06653777,0.081303966,0,0.183229814,0.00155036,0.686943097
"14:1548575-1548593",1,19,5.263158,24,18.73684,0.56,0.006892025,0.997657,1.09596,12.07269981,0.0622993,0.059283381,0,0.120967742,0.000834417,0.669971398
"14:1549792-1549804",1,13,0,16,16,0.55,0.030193633,0.9992318,3.235103,14.9057587,0.1284661,0.10952314,0,0.226589347,0.002770045,0.991028245
"14:1550050-1550063",2,7,0,19,19,0.55,0.014112242,0.9999001,0.4623389,4.735965556,0.3527624,0.283116846,0,0.54674264,0.222859334,0.999862326
"14:1560177-1560198",5,4.4,0,19,19,0.55,0.017394158,0.9993186,0.9404136,0.378435705,0.5636612,0.4499455,0.312974684,0.581652496,0.09810027,0.999913743
"14:1567364-1567380",2,8.5,0,24,24,0.58,0.009189367,0.9997814,0.5001288,5.135663885,0.1096633,0.075609097,0,0.134149092,0.000497131,0.892548896
"14:1568598-1568620",2,11.5,0,18,18,0.57,0.008861175,0.9981623,0.7556888,5.705331459,0.4659902,0.500372723,0.228817962,0.677419355,0.133917076,0.970315453
"14:1572054-1572080",1,27,0,22,22,0.55,0.028880866,0.9950659,5.908961,20.60596994,0.1284716,0.095577245,0,0.197437657,0.002317192,0.991311352
"14:1575953-1575968",1,16,0,23,23,0.56,0.028224483,0.9955792,4.065414,20.26808172,0.2114769,0.154557213,0,0.416663409,0.020827248,0.999984743
"14:1587942-1587986",6,7.5,15.55556,27,11.44444,0.57,0.003610108,0.9997793,0.211819,0.129131817,0.1603239,0.14488871,0.031093324,0.294816232,0.00652844,0.98771142
"14:158948-158962",1,15,0,23,23,0.57,0.035772891,0.9973826,3.882315,18.85995996,0.07596351,0.07476197,0,0.156534193,0.001813421,0.785771913
"14:1597915-1597924",3,3.33333,0,16,16,0.54,0.034460125,1,0.6038015,0.050856074,0.1510886,0.063046741,0,0.402872777,0.019550826,0.999997291
"14:1602558-1602576",2,9.5,0,12,12,0.53,0.013127667,0.9927203,0.6288931,6.809503002,0.6047796,0.538575406,0.416358025,0.612812694,0.054976864,0.997883343
"14:1602616-1602628",4,3.25,0,15,15,0.54,0.030850016,0.9971893,2.223868,0.040553704,0.02677999,0.067127658,0,0.279569892,0.006948035,0.913478003
"14:1604650-1604662",1,13,0,10,10,0.51,0.036101083,0.999571,1.930512,10.26346084,0.08294461,0.061665083,0,0.210472315,0.002896402,0.971926706
"14:1606333-1606342",1,10,0,15,15,0.54,0.004594683,0.9999967,0.8893933,3.873606697,0.114088,0.063362667,0,0.299973264,0.008136586,0.999286004
"14:1606414-1606429",1,16,0,18,18,0.55,0.0433213,0.997163,5.202808,21.01599686,0.1174662,0.083135007,0,0.219003996,0.002902055,0.99159071
"14:1610904-1610921",3,6,0,24,24,0.59,0.003281917,1,0.3217143,1.067936555,0.1234932,0.062925745,0,0.258408532,0.00596215,0.999418898
"14:1616643-1616653",2,5.5,0,15,15,0.57,0.006235642,0.9998811,0.2071872,0.256236789,0.1292644,0.050378501,0,0.365822301,0.014499592,0.999991568
"14:1619467-1619483",2,8.5,0,21,21,0.45,0.036101083,0.9996868,1.023324,3.668229007,0.1373795,0.16030342,0,0.502392344,0.054391773,0.999561174
"14:1620145-1620180",2,18,2.777778,17,14.22222,0.57,0.004922875,0.9989941,0.3635729,1.118327392,0.1642892,0.141425376,0.066666667,0.233153869,0.005403587,0.966702139
"14:1620463-1620476",1,14,0,14,14,0.54,0.047915983,0.9957291,2.971346,14.45067339,0.4744647,0.433684402,0.193153153,0.643145161,0.06687021,0.999999919
"14:1621366-1621382",1,17,0,15,15,0.55,0.032162783,0.9975415,5.156722,19.14632676,0.1217668,0.122030558,0.00594351,0.258532024,0.006348995,0.977641054
"14:1623614-1623629",2,8,0,19,19,0.56,0.032819166,0.9997455,0.6283306,7.205144512,0.6159223,0.558468977,0.373765432,0.638012781,0.158569086,0.991824556
"14:163507-163518",2,6,0,10,10,0.52,0.00590745,1,0.3126169,0.337440403,0.08344371,0.082486483,0,0.265691364,0.006394352,0.981715451
"14:1635757-1635791",3,11.6667,0,31,31,0.58,0.006892025,0.9996233,0.3390106,3.766819749,0.6401158,0.634153847,0.510080645,0.739784946,0.109247139,0.986417967
"14:1636600-1636609",1,10,0,5,5,0.51,0.046603216,0.9978554,0.6675906,3.617748146,0.06857086,0.058473898,0,0.139692982,0.001081729,0.79443131
"14:1639835-1639845",2,5.5,45.45455,12,33.45455,0.45,0.020676075,0.9997319,0.9345088,0.159711656,0.1033888,0.067897502,0,0.247490429,0.004990168,0.996264061
"14:1642473-1642486",2,7,0,26,26,0.58,0.085001641,0.9999821,1.545867,1.897529572,0.0533423,0.036449554,0,0.120234604,0.001072451,0.845206712
"14:1643473-1643491",3,6.33333,36.84211,24,12.84211,0.54,0.097472924,1,2.001669,0.897212111,0.05968266,0.106975018,0,0.459770115,0.028374084,0.998692754
"14:1649459-1649487",3,9.66667,3.448276,20,16.55172,0.56,0.060059074,0.9996908,0.2959944,0.95884792,0.188417,0.167828245,0,0.410752688,0.015641294,0.999592038
"14:1662411-1662446",2,18,2.777778,24,21.22222,0.57,0.004922875,0.9989347,0.6717665,3.042593689,0.3211383,0.241750136,0,0.49677113,0.045856203,0.999993819
"14:1663577-1663590",1,14,0,21,21,0.57,0.024286183,0.9988866,3.648903,12.79704244,0.0532328,0.03206682,0,0.139694718,0.001143947,0.846548494
"14:1666864-1666879",2,8,0,19,19,0.56,0.016737775,0.997026,0.4936354,3.148230309,0.1174403,0.132788844,0,0.381228522,0.0147901,0.996198405
"14:167406-167422",2,8.5,0,17,17,0.54,0.005251067,0.9989706,0.653154,4.687587884,0.3228039,0.316687523,0.028700565,0.548926876,0.114218264,0.998402866
"14:167896-167912",1,17,5.882353,5,0.8823529,0.49,0.062028224,0.9825682,0.7386079,7.35984932,0.1028949,0.089264425,0,0.274248037,0.00443205,0.925497943
"14:1680358-1680379",4,5.5,0,10,10,0.5,0.02559895,0.9986325,0.659047,0.202562982,0.3040829,0.273980233,0,0.465725806,0.02469035,0.99933672
"14:1682536-1682549",1,14,0,23,23,0.59,0.016081392,0.9996531,1.833715,14.45547964,0.05915455,0.046263112,0,0.099656357,0.000468045,0.710698412
"14:1682792-1682825",2,17,0,24,24,0.56,0.097801116,0.97107,0.8101662,4.978726172,0.5622044,0.50208453,0.221599552,0.684557061,0.204364616,0.999635964
"14:1684378-1684406",3,9.66667,3.448276,18,14.55172,0.53,0.0039383,1,1.936023,0.37277427,0.1020435,0.069159305,0,0.234467165,0.005991523,0.994778869
"14:1685037-1685053",3,5.66667,29.41176,14,15.41176,0.52,0.010830325,1,0.4208535,1.245683935,0.1726095,0.148859342,0,0.296233958,0.185811967,0.89260049
"14:1686830-1686852",1,23,4.347826,20,15.65217,0.56,0.046275025,0.9981177,5.388398,18.66364024,0.0405964,0.099299821,0,0.47311828,0.031434575,0.942696607
"14:1689161-1689175",1,15,0,27,27,0.58,0.061043649,0.9972457,5.930589,19.35628803,0.2220034,0.238405869,0.077837838,0.379310345,0.142724818,0.997513377
"14:1692475-1692500",3,8.66667,38.46154,32,6.461538,0.54,0.0315064,0.999834,0.3337205,1.143345069,0.07879156,0.122587733,0,0.425806452,0.023347686,0.997001596
"14:1692807-1692823",2,8.5,0,20,20,0.58,0.002953725,0.9998124,0.6000701,7.290798293,0.1739665,0.215558992,0.002898551,0.472222222,0.033994631,0.992042942
"14:169366-169390",4,6.25,0,1,1,0.43,0.031178208,0.9844783,0.826269,0.050863938,0.1237721,0.113823761,0,0.322264692,0.013274874,0.993921532
"14:1698097-1698112",2,8,0,17,17,0.54,0.005251067,0.9997262,0.5053707,5.10685609,0.4601747,0.439122552,0.20512135,0.577017162,0.113249868,0.992346074
"14:1699183-1699208",2,13,3.846154,15,11.15385,0.56,0.016409583,0.9998599,0.8047236,5.748434864,0.4288906,0.380359039,0.078652111,0.613298287,0.095369209,0.999927489
"14:1700439-1700450",2,6,0,8,8,0.45,0.037742041,0.9958356,0.9926732,0.390977005,0.04403718,0.020950462,0,0.117471401,0.000876485,0.874161254
"14:1706062-1706077",1,16,0,15,15,0.56,0.055464391,1,5.798478,4.57027879,0.0927538,0.126953057,0,0.329153605,0.012977458,0.968008617
"14:170942-170965",2,12,0,17,17,0.54,0.099442074,0.979542,0.4518432,3.99042853,0.4152736,0.34165965,0,0.583581532,0.078589563,0.999987436
"14:1710274-1710313",6,6.66667,0,22,22,0.56,0.006563833,1,0.224078,0.103884614,0.2206375,0.198434196,0,0.382407407,0.028695159,0.997516214
"14:1712278-1712294",1,17,5.882353,16,10.11765,0.55,0.05710535,0.9986704,2.422997,10.31325847,0.100121,0.082412137,0,0.259940686,0.007486708,0.990297714
"14:171256-171268",1,13,0,9,9,0.53,0.016737775,0.9954773,1.526405,10.54564985,0.05601414,0.067981425,0,0.235887097,0.002050112,0.745634825
"14:1714314-1714323",1,10,0,8,8,0.52,0.003610108,0.9988867,0.5547207,3.588242712,0.0689108,0.041569617,0,0.147316442,0.001734315,0.915651204
"14:1715761-1715773",2,6.5,0,19,19,0.55,0.010502133,0.9999934,1.927525,2.218756354,0.06409624,0.039635825,0,0.172301893,0.001333642,0.968533168
"14:1715817-1715831",1,15,0,15,15,0.53,0.081063341,0.9924893,6.062009,20.4210808,0.09524499,0.090908441,0,0.233126294,0.002573242,0.917993018
"14:1715995-1716007",1,13,0,24,24,0.56,0.01772235,0.9991948,2.876107,18.12609444,0.2671914,0.23460101,0,0.516129032,0.082201845,0.999998297
"14:1716202-1716215",1,14,0,14,14,0.54,0.031834591,0.9951898,2.401934,14.77507541,0.0589219,0.060803346,0,0.175403226,0.001552307,0.662054386
"14:1717911-1717968",6,9.66667,29.31034,24,5.310345,0.57,0.027896291,0.9936376,0.3970281,0.481361484,0.3698517,0.261397886,0,0.431964,0.025071648,0.999982598
"14:1720582-1720642",9,6.77778,19.67213,14,5.672131,0.54,0.008532983,0.9995515,0.3067358,0.844381165,0.1769621,0.10707385,0,0.354700583,0.011657572,0.999914595
"14:172444-172477",2,17,0,20,20,0.55,0.094519199,0.9949029,0.9219391,3.762174238,0.2476339,0.236270844,0.084355279,0.42154694,0.015896925,0.997893227
"14:1724529-1724549",1,21,4.761905,16,11.2381,0.54,0.060715458,0.9960692,4.333703,19.73047112,0.2235097,0.185967541,0,0.511827957,0.060550938,0.999994408
"14:1726683-1726711",9,3.22222,13.7931,20,6.206897,0.55,0.006892025,1,0.2712789,0.019581128,0.03960016,0.076443895,0,0.503496503,0.076321887,0.999614988
"14:1727526-1727539",1,14,0,13,13,0.53,0.010502133,0.9977048,2.467389,15.56888914,0.06177584,0.040357295,0,0.13472356,0.001369026,0.813273008
"14:1729135-1729183",4,12.25,18.36735,27,8.632653,0.54,0.060059074,1,0.4769846,0.522174526,0.5409116,0.412302132,0.274406991,0.514942529,0.264374858,0.99925165
"14:1742281-1742292",2,6,0,17,17,0.56,0.003281917,1,0.3530826,0.745661852,0.1424237,0.100715043,0,0.337460297,0.01334097,0.999639395
"14:1749482-1749503",3,7.33333,0,19,19,0.56,0.00590745,0.9997128,0.320343,1.20373058,0.08641499,0.092925825,0,0.232258065,0.004489924,0.925686651
"14:1749615-1749625",1,11,0,20,20,0.55,0.055464391,0.9997012,0.9396986,9.244503173,0.0489961,0.043095611,0,0.142161636,0.001973495,0.746344379
"14:1752214-1752229",1,16,6.25,9,2.75,0.51,0.025270758,0.996633,2.240323,9.234959748,0.07637643,0.074915929,0,0.207236842,0.003651272,0.879019645
"14:1754021-1754049",6,4.83333,27.58621,19,8.586207,0.58,0.004922875,1,0.2112015,0.273305073,0.4209148,0.334459526,0,0.46617284,0.039971777,0.99986204
"14:175825-175837",1,13,0,24,24,0.57,0.009517558,0.9990424,1.730885,15.15451931,0.2235059,0.139455967,0,0.361924952,0.019916765,0.999995447
"14:1775558-1775572",2,7.5,0,12,12,0.54,0.010830325,0.9990511,0.4410059,2.168964552,0.1119167,0.092669227,0,0.18685567,0.001952791,0.920488344
"14:1776901-1776919",2,9.5,5.263158,18,12.73684,0.53,0.017394158,0.9999866,0.3431986,3.0943929,0.08076271,0.098649004,0,0.278481013,0.006839798,0.96129156
"14:1780673-1780688",2,8,0,15,15,0.58,0.004594683,0.9993703,0.6564372,3.651930853,0.4661026,0.370228174,0.095987654,0.550909091,0.121142622,0.999943177
"14:1783924-1783937",1,14,0,16,16,0.53,0.042008533,0.9973004,4.388454,17.00350579,0.06020046,0.063012912,0,0.190804598,0.001403815,0.764521415
"14:1787260-1787281",3,7.33333,0,25,25,0.57,0.011158517,0.9994291,0.2836448,0.934747002,0.09025961,0.148914984,0.028703645,0.494623656,0.028110038,0.997969572
"14:1794430-1794439",1,10,0,15,15,0.55,0.010502133,0.9996617,1.673134,4.929267956,0.04366797,0.079224935,0,0.27654321,0.006332753,0.724378649
"14:1805624-1805682",9,6.55556,10.16949,25,14.83051,0.51,0.034131933,0.9934455,0.9178207,0.356349229,0.6979571,0.679273055,0.536559435,0.825877193,0.303389796,0.958076826
"14:1806645-1806696",6,8.66667,17.30769,17,0.3076923,0.53,0.004594683,1,0.2141169,0.267159902,0.5150673,0.495635126,0.33156223,0.562661633,0.079248664,0.961683467
"14:1825508-1825524",1,17,0,23,23,0.55,0.030521825,0.994323,4.542561,24.91178663,0.1616838,0.098411099,0,0.301068695,0.006527302,0.999700209
"14:1827848-1827863",2,8,0,12,12,0.5,0.011158517,0.9937073,0.3515575,3.212781512,0.1292643,0.127256479,0,0.257215668,0.006708764,0.944850405
"14:1833545-1833561",1,17,5.882353,19,13.11765,0.55,0.011486708,0.9995086,0.7746865,2.199041978,0.07991084,0.075742104,0,0.168625026,0.002691595,0.91010382
"14:1838365-1838385",1,21,0,23,23,0.55,0.056120775,0.9923887,6.140853,25.01801528,0.4880997,0.414653027,0.150526316,0.533768146,0.130501519,0.99999996
"14:1839419-1839435",3,5.66667,0,11,11,0.53,0.020019691,0.9994139,1.710128,0.586178349,0.1253737,0.076639526,0,0.294687328,0.007098629,0.999389628
"14:1840270-1840284",4,3.75,20,9,11,0.5,0.043649491,0.998696,0.4188604,0.096294973,0.05223902,0.048632635,0,0.159238522,0.001482237,0.806312493
"14:1843559-1843570",4,3,25,15,10,0.52,0.082376108,0.9952969,0.6233617,0.178868133,0.05049457,0.076726531,0,0.250597229,0.004423453,0.885824754
"14:1844003-1844019",3,5.66667,0,20,20,0.55,0.013127667,1,0.5273455,0.566828042,0.4214473,0.305752068,0.025932625,0.516129032,0.263246273,0.999913997
"14:1845963-1845975",1,13,0,19,19,0.55,0.056120775,0.9983275,3.444973,9.762758324,0.1203565,0.084887532,0,0.2395786,0.004654949,0.996385458
